INDID,ID,PRODDESC,CLASSCODE,Product code
42,173806,"Agave Worms, Whole Edible Insects",A,01
42,173807,"Edible insect products, N.E.C.",R,99
42,173808,Edible insect salts,Q,01
42,173809,Agave worm salt,Q,01
42,173810,"Chinicuiles, Whole Edible Insects",A,01
42,173811,Ant seasoning salt,Q,01
42,173812,Chinicuil salt,Q,01
42,173813,Grasshopper salt,Q,01
42,173814,Sal de chapulin,Q,01
42,173815,Sal de gusano,Q,01
42,173816,"Mezcal Worms, Whole Edible Insects",A,01
42,173817,Edible insect spices,Q,02
42,173818,"Edible insect salts and spices, N.E.C.",Q,99
42,173819,"Tequila Worms, Whole Edible Insects",A,01
42,173820,"Aegiale Hesperiaris, Whole Edible Insects",A,01
42,173821,Edible insect based meatballs,P,01
42,173822,Mealworm meatballs,P,01
42,173823,"Gusano Del Maguey, Whole Edible Insects",A,01
42,173824,Edible insect based nuggets,P,02
42,173825,"Maguey Worms, Whole Edible Insects",A,01
42,173826,Buffalo worm nuggets,P,02
42,173827,Mealworm nuggets,P,02
42,173828,Edible insect based burgers,P,03
42,173829,"Meocuiles, Whole Edible Insects",A,01
42,173830,Buffalo bug vegetable burgers,P,03
42,173831,Edible insect based schnitzel,P,04
42,173832,"Hypopta Agavis, Whole Edible Insects",A,01
42,173833,Buffalo worm schnitzel,P,04
42,173834,"Comadia Redtenbacheri, Whole Edible Insects",A,01
42,173835,Edible insect based tofu,P,05
42,173836,Mealworm based tofu,P,05
42,173837,"Chilocuiles, Whole Edible Insects",A,01
42,173838,"Edible insect protein products-simulated meats and Tofu, N.E.C.",P,99
42,173839,Teas,O,01
42,173840,"Gusano Rojo, Whole Edible Insects",A,01
42,173841,Bugapoop tea bags,O,01
42,173842,"Edible insect beverages, N.E.C.",O,99
42,173843,"Red Worms, Whole Edible Insects",A,01
42,173844,Edible insect pastes,N,01
42,173845,Giant waterbug chili pastes,N,01
42,173846,"Red Maguey Worms, Whole Edible Insects",A,01
42,173847,Edible insect spreads,N,02
42,173848,Mealworm spreads,N,02
42,173849,"Tecoles, Whole Edible Insects",A,01
42,173850,"Edible Insect Spreads And Pastes, N.E.C.",N,99
42,173851,"Scyphophorus Acupunctatus, Whole Edible Insects",A,01
42,173852,"Agave Snout Weevils, Whole Edible Insects",A,01
42,173853,Edible insect soups,M,01
42,173854,"Edible insect soups, N.E.C.",M,99
42,173855,Edible insect smoothies,L,01
42,173856,"Edible insect smoothies, N.E.C.",L,99
42,173857,"Picudo Larvae, Whole Edible Insects",A,01
42,173858,"Picudo Del Agave, Whole Edible Insects",A,01
42,173859,"Picudo Worms, Whole Edible Insects",A,01
42,173860,Edible insect ice cream,J,01
42,173861,"Black Ants, Whole Edible Insects",A,02
42,173862,"Giant Black Ant Eggs, Whole Edible Insects",A,02
42,173863,Cicada ice cream,J,01
42,173864,Mealworm ice cream,J,01
42,173865,"Giant Black Liometopum Ants, Whole Edible Insects",A,02
42,173866,"Edible insect ice cream and Related Products, N.E.C.",J,99
42,173867,Earthworm jerky,I,01
42,173868,"Edible insect jerky, N.E.C.",I,99
42,173869,"Liometopum Ants, Whole Edible Insects",A,02
42,173870,Cricket granola,H,01
42,173871,"Carpenter Ants, Whole Edible Insects",A,03
42,173872,Cricket flour granola,H,01
42,173873,Mealworm trail mix,H,02
42,173874,"Mixed edible insects, granola/trail mix",H,03
42,173875,"Edible insect granola or trail mix, N.E.C.",H,99
42,173876,Cricket powder capsules,G,01
42,173877,Locust powder capsules,G,02
42,173878,"Edible insect capsules, N.E.C.",G,99
42,173879,Edible insect lollypops,F,01
42,173880,Ant lollypops,F,01
42,173881,"Camponotus Pennsylvanicus, Whole Edible Insects",A,03
42,173882,Cricket lollypops,F,01
42,173883,Mealworm lollypops,F,01
42,173884,Scorpion sucker lollypops,F,01
42,173885,Worm lollypops,F,01
42,173886,"Black Carpenter Ants, Whole Edible Insects",A,03
42,173887,Ant candy,F,02
42,173888,Scorpion candy,F,03
42,173889,"Fudge with edible insects, without chocolate",F,04
42,173890,"Edible insect candy without chocolate, N.E.C.",F,99
42,173891,"Green Tree Ants, Whole Edible Insects",A,04
42,173892,Chocolate covered edible insects,E,01
42,173893,"Oecophylla Smaragdina, Whole Edible Insects",A,04
42,173894,"Honeypot Ants, Whole Edible Insects",A,05
42,173895,"Leafcutter Ants, Whole Edible Insects",A,06
42,173896,Chocolate dipped edible insects,E,01
42,173897,"Chocolate covered, dipped ants",E,01
42,173898,"Chocolate covered, dipped crickets",E,01
42,173899,"Chocolate covered, dipped grasshoppers",E,01
42,173900,"Chocolate covered, dipped sago worms",E,01
42,173901,"Chocolate covered, dipped scorpions",E,01
42,173902,"Chocolate covered, dipped silkworm pupae",E,01
42,173903,"Chocolate covered, dipped superworms",E,01
42,173904,Chocolate fudge with edible insects,E,02
42,173905,Chocolate candy with edible insects,E,03
42,173906,"Edible Insect Candy With Chocolate, N.E.C.",E,99
42,173907,"Hormigas Culonas, Whole Edible Insects",A,06
42,173908,Edible insect oils,K,01
42,173909,Aspongopus vidiuatus oil,K,02
42,173910,Melon bug oil,K,02
42,173911,Agonoscelis pubescens oil,K,03
42,173912,Sorghum bug oil,K,03
42,173913,Edible insect oils N.E.C.,K,99
42,173914,Breads with edible insects and/or edible insect products,D,01
42,173915,Biscuits with edible insects and/or edible insect products,D,02
42,173916,Cakes with edible insects and/or edible insect products,D,03
42,173917,Chips with edible insects and/or edible insect products,D,04
42,173918,Cricket chips,D,04
42,173919,Cookies with edible insects and/or edible insect products,D,05
42,173920,Cricket cookies,D,05
42,173921,Crackers with edible insects and/or edible insect products,D,06
42,173922,Cricket crackers,D,06
42,173923,Fruit leather with edible insects and/or edible insect products,D,07
42,173924,Oatmeal with edible insects and/or edible insect products,D,08
42,173925,"Edible insect bakery products, N.E.C.",D,99
42,173926,Cricket energy bars,C,01
42,173927,"Lemon Ants, Whole Edible Insects",A,07
42,173928,Cricket bars,C,01
42,173929,Cricket flour based granola bars,C,01
42,173930,Cricket flour based protein bars,C,01
42,173931,Mixed insects - edible insect bars,C,02
42,173932,"Edible insect bars, N.E.C.",C,99
42,173933,"Flying Ants, Whole Edible Insects",A,08
42,173934,Cricket flour,B,01
42,173935,Cricket gluten,B,01
