INDID,ID,PRODDESC,CLASSCODE,Product code
76,20245,"Adhesive, Bracket And Tooth Conditioner, Resin",D,YH
76,20246,"Retainer, Screw Expansion, Orthodontic",D,YJ
76,20247,"Mouthpiece, Saliva Ejector",D,YN
76,20248,"Band, Material, Orthodontic",D,YO
76,20249,"Maintainer, Space Preformed, Orthodontic",D,YT
76,20250,"Bracket, Plastic, Orthodontic",D,YW
76,20251,"Lock, Wire, And Ligature, Intraoral",D,YX
76,20252,"Drill, Dental, Intraoral",D,ZA
76,20253,"Headgear, Extraoral, Orthodontic",D,ZB
76,20254,"Wire, Orthodontic",D,ZC
76,20255,"Tube, Orthodontic",D,ZD
76,20256,"Implant, Endosseous",D,ZE
76,20258,"Saw, Bone, AC-Powered",D,ZH
76,20259,"Drill, Bone, Powered",D,ZI
76,20260,"Driver, Wire, And Bone Drill, Manual",D,ZJ
76,20261,"Wire, Fixation, Intraosseous",D,ZK
76,20262,"Screw, Fixation, Intraosseous",D,ZL
76,20263,"Needle, Dental",D,ZM
76,20264,"Matrix, Dental",D,ZN
76,20265,"Instrument, Diamond, Dental",D,ZP
76,20266,"Capsule, Dental, Amalgam",D,ZS
76,20272,"Detector, Ultraviolet",E,AQ
76,20273,"Gel, Electrode, For Pulp Tester",E,AS
76,20274,"Tester, Pulp",E,AT
76,20275,"Mirror, Mouth",E,AX
76,20276,"Light, Fiber Optic, Dental",E,AY
76,20277,"Light, Operating, Dental",E,AZ
76,20278,"Light, Surgical Headlight",E,BA
76,20279,"Sealant, Pit And Fissure, And Conditioner",E,BC
76,20280,"Coating, Filling Material, Resin",E,BD
76,20281,"Coating, Denture Hydrophilic, Resin",E,BE
76,20282,"Material, Tooth Shade, Resin",E,BF
76,20283,"Crown And Bridge, Temporary, Resin",E,BG
76,20284,"Material, Impression Tray, Resin",E,BH
76,20285,"Resin, Denture, Relining, Repairing, Rebasing",E,BI
76,20286,"Pin, Retentive and Splinting, and Accessory Instruments",E,BL
