INDID,ID,PRODDESC,CLASSCODE,Product code
75,19673,"Zimmerman (Spectrophotometric), 17-Ketosteroids",C,CY
75,19674,"Zimmerman/Norymberski, 17-Ketogenic Steroids",C,CZ
75,19675,"Acid, Nitrous and Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin",C,DA
75,19676,"Porter Silber Hydrazone, 17-Hydroxycorticosteroids",C,DB
75,19677,"L-Leucyl B-Naphthylamide, Leucine Aminopeptidase",C,DC
75,19678,"Radioassay, Vitamin B12",C,DD
75,19679,"Chromatographic Separation/Zimmerman, 17-Ketosteroids",C,DE
75,19680,"Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin",C,DF
75,19681,Chromatography Separation/Zimmerman 17-Ketogenic Steroids,C,DG
75,19682,"Acid, Uric, Phosphotungstate Reduction",C,DH
75,19683,"Acid, Vanilmandelic, Electrophoretic Separation",C,DK
75,19684,"Berthelot Indophenol, Urea Nitrogen",C,DL
75,19685,"Diazonium Colorimetry, Urobilinogen (Urinary, Non-Quant.)",C,DM
75,19686,"Urease, Photometric, Urea Nitrogen",C,DN
75,19687,"Acid, Uric, Uricase (U.V.)",C,DO
75,19688,"Radioimmunoassay, Total Triiodothyronine",C,DP
75,19689,"Urease And Glutamic Dehydrogenase, Urea Nitrogen",C,DQ
75,19690,"1-Nitroso-2-Naphthol (Fluorometric), Free Tyrosine",C,DR
75,19691,"Electrode, Ion Specific, Urea Nitrogen",C,DS
75,19692,"Lipase Hydrolysis/Glycerol Kinase Enzyme, Triglycerides",C,DT
75,19693,"Diacetyl-Monoxime, Urea Nitrogen",C,DW
75,19694,"Radioimmunoassay, Total Thyroxine",C,DX
75,19695,"Radioimmunoassay, Testosterones And Dihydrotestosterone",C,DZ
75,19696,Tlc Chromatographic Separation Triglycerides,C,EA
75,19697,"Radioimmunoassay, Free Thyroxine",C,EC
75,19698,"5-Amp-Phosphate Release (Colorimetric Test), 5'-Nucleotidase",C,ED
75,19699,"Radioimmunoassay, Thyroxine-Binding Globulin",C,EE
75,19700,"Electrophoretic, Protein Fractionation",C,EF
75,19701,"Uranyl Acetate/Zinc Acetate, Sodium",C,EI
75,19702,"Tetraphenyl Borate, Colorimetry, Potassium",C,EJ
75,19703,"Biuret (Colorimetric), Total Protein",C,EK
75,19704,"Ammonium Molybdate And Ammonium Vanadate, Phospholipids",C,EL
75,19705,"Electrode, Ion Specific, Potassium",C,EM
75,19706,"Dye-Indicator, Ph (Urinary, Non-Quant.)",C,EN
75,19707,"Phosphomolybdate (Colorimetric), Inorganic Phosphorus",C,EO
75,19708,"Radioimmunoassay, Luteinizing Hormone",C,EP
75,19709,"Molybdenum Blue Method, Phospholipids",C,EQ
75,19710,"2,4-Dinitrophenylhydrazine, Lactate Dehydrogenase",C,ER
75,19711,"Chromogenesis, Phenylketones (Urinary, Non-Quant.)",C,ES
75,19712,"Olive Oil Emulsion (Turbidimetric), Lipase",C,ET
75,19713,"Radioimmunoassay, Parathyroid Hormone",C,EW
75,19714,"Chromatographic Separation, Lactate Dehydrogenase Isoenzymes",C,EX
75,19715,"Electrode, Ion Specific, Magnesium",C,FA
75,19716,"Chromatographic Derivative, Total Lipids",C,FB
75,19717,"Sulfophosphovanillin, Colorimetry, Total Lipids",C,FD
75,19718,"Electrophoretic, Lactate Dehydrogenase Isoenzymes",C,FE
75,19720,"Oil Emulsion/Thymolphthalein (Titrimetric), Lipase",C,FG
75,19721,"Tetrazolium Int Dye-Diaphorase, Lactate Dehydrogenase",C,FH
75,19722,"Nad Reduction/Nadh Oxidation, Lactate Dehydrogenase",C,FJ
75,19723,"Radioimmunoassay, Human Growth Hormone",C,FL
75,19724,"Bathophenanthroline, Colorimetry, Iron (Non-Heme)",C,FM
75,19726,"Titrimetric, Magnesium",C,FO
75,19727,"Radioimmunoassay, Immunoreactive Insulin",C,FP
75,19729,"Hexokinase, Glucose",C,FR
75,19730,"Radioimmunoassay, Prolactin (Lactogen)",C,FT
75,19731,"Copper Reduction, Glucose",C,FW
75,19732,"Glucose Oxidase, Glucose",C,GA
75,19733,"Radioimmunoassay, Gastrin",C,GC
75,19734,"Ferricyanide, Glucose",C,GD
75,19735,"Orthotoluidine, Glucose",C,GE
75,19736,"Radioimmunoassay, Estrone",C,GF
75,19737,"Electrophoretic, Globulin",C,GH
75,19738,"Radioimmunoassay, Estriol",C,GI
75,19739,"Radioimmunoassay, Follicle-Stimulating Hormone",C,GJ
75,19740,"Electrode, Ion Based, Enzymatic, Creatinine",C,GL
75,19742,"Acid, Folic, Radioimmunoassay",C,GN
75,19743,"Lieberman-Burchard/Abell-Kendall, Colorimetric, Cholesterol",C,GO
75,19744,"Radioimmunoassay, Cortisol",C,GR
75,19745,"Nad Reduction/Nadh Oxidation, Cpk Or Isoenzymes",C,GS
75,19746,"Radioimmunoassay, Cyclic Gmp",C,GT
75,19747,"Alkaline Picrate, Colorimetry, Creatinine",C,GX
75,19748,"Electrode, Ion-Specific, Chloride",C,GZ
75,19749,"Radioimmunoassay, Corticosterone",C,HA
75,19750,"Titrimetric Permanganate And Bromophenol Blue, Calcium",C,HC
75,19751,"Acid, Ferric Ion-Sulfuric, Cholesterol",C,HD
75,19752,"Radioimmunoassay, Corticoids",C,HE
75,19753,"Acid, Phosphoric-Tungstic (Spectrophotometric), Chloride",C,HG
75,19754,"Enzymatic Esterase--Oxidase, Cholesterol",C,HH
75,19755,"Lipase-Esterase, Enzymatic, Photometric, Lipase",C,HI
75,19756,"Mercuric Thiocyanate, Colorimetry, Chloride",C,HJ
75,19757,"Mercuric Nitrate And Diphenyl Carbazone (Titrimetric), Chloride",C,HK
75,19758,"Electrode Measurement, Blood-Gases (Pco2, Po2) And Blood Ph",C,HL
75,19759,"Radioimmunoassay, Total Estrogens In Pregnancy",C,HM
75,19761,"Radioimmunoassay, Cyclic Amp",C,HO
75,19762,"Radioimmunoassay, Estradiol",C,HP
75,19763,"Chromatographic/Fluorometric Method, Catecholamines",C,HQ
75,19764,"Titrimetric Phenol Red, Carbon-Dioxide",C,HR
75,19765,"Coulometric Method, Carbon-Dioxide",C,HS
75,19766,"Electrophoretic Method, Catecholamines",C,HT
75,19767,"Titrimetric With Edta And Indicator, Calcium",C,HW
75,19768,"Di (O-Hydroxyphenylimine) Ethane, Calcium",C,HZ
75,19769,"Methylthymol Blue, Calcium",C,IA
75,19770,"Radioimmunoassay, Angiotensin I And Renin",C,IB
75,19771,"Cresolphthalein Complexone, Calcium",C,IC
75,19772,"Alizarin Sulfonate, Calcium",C,ID
75,19773,"Volumetric/Manometric, Carbon-Dioxide",C,IE
75,19774,"Vanillin Pyruvate, Ast/Sgot",C,IF
75,19775,"Diazo Colorimetry, Bilirubin",C,IG
75,19776,"Saccharogenic, Amylase",C,IJ
75,19777,"Radial Diffusion, Amylase",C,IK
75,19778,"Cresol Red Colorimetry, Carbon-Dioxide",C,IL
75,19779,"Electrophoretic Separation, Alkaline Phosphatase Isoenzymes",C,IN
75,19780,"Thymolphthalein Monophosphate, Alkaline Phosphatase Or Isoenzymes",C,IO
75,19781,"Diazo, Ast/Sgot",C,IQ
75,19782,"Hydrazone Colorimetry, Ast/Sgot",C,IS
75,19783,"Nadh Oxidation/Nad Reduction, Ast/Sgot",C,IT
75,19784,"Starch-Dye Bound Polymer, Amylase",C,IW
75,19785,"Bromcresol Green Dye-Binding, Albumin",C,IX
75,19786,"Radioimmunoassay, Androsterone",C,IY
75,19787,"Radioimmunoassay, Androstenedione",C,IZ
75,19788,"Amyloclastic, Amylase",C,JA
75,19789,"Chromatographic Separation/Radioimmunoassay, Aldosterone",C,JB
75,19790,"Fructose-1, 6-Diphosphate And Nadh (U.V.), Aldolase",C,JC
75,19791,"Nitrosalicylate Reduction, Amylase",C,JD
75,19792,"Nitrophenylphosphate, Alkaline Phosphatase Or Isoenzymes",C,JE
75,19793,"Tetrabromophenolphthalein, Albumin",C,JF
75,19794,"Tetrabromo-M-Cresolsulfonphthalein, Albumin",C,JG
75,19795,"Thymol Blue Monophosphate, Alkaline Phosphatase Or Isoenzymes",C,JH
75,19796,"Disodium Phenylphosphate, Alkaline Phosphatase Or Isoenzymes",C,JI
75,19797,"Diazo, Alt/Sgpt",C,JJ
75,19798,"Phenolphthalein Phosphate, Alkaline Phosphatase Or Isoenzymes",C,JK
75,19799,"Beta Glycerophosphate, Alkaline Phosphatase Or Isoenzymes",C,JL
75,19800,"Radioimmunoassay, Aldosterone",C,JM
75,19801,"Acid Phosphatase, Nitrophenylphosphate",C,JN
75,19802,"Alpha-Naphthyl Phosphate, Alkaline Phosphatase Or Isoenzymes",C,JO
75,19803,"Radial Immunodiffusion, Albumin",C,JQ
75,19804,"Acid Phosphatase, Thymol Blue Monophosphate",C,JR
75,19805,"Hydrazone Colorimetry, Aldolase",C,JT
75,19806,"Bromcresol Purple Dye-Binding, Albumin",C,JW
75,19807,"Acid Phosphatase, Disodium Phenylphosphate",C,JX
75,19808,"Azo Dye, Calcium",C,JY
75,19809,"Hydroxyazobenzene-Benzoic Acid, Albumin",C,JZ
75,19810,"Nadh Oxidation/Nad Reduction, Alt/Sgpt",C,KA
75,19811,"Acid Phosphatase, Naphthyl Phosphate",C,KB
75,19812,"Vanillin Pyruvate, Alt/Sgpt",C,KC
75,19813,"Hydrazone Colorimetry, Alt/Sgpt",C,KD
