INDID,ID,PRODDESC,CLASSCODE,Product code
55,3113,Glass Type I (Non-Metallic Containers and Materials),C,01
55,3114,Stainless Steel (Metallic Containers and Material),D,01
55,3115,Plasticizer (Additives in Plastics),E,01
55,3116,Glucosamine (Pharmaceutic Necessity),P,01
55,3117,Orange Flower Oil (Pharmaceutic Necessity - Flavor),Q,01
55,3118,Sorbitan Monolaurate (Pharmaceutic Necessity - Surfactant),R,01
55,3119,Glass Type II (Non-Metallic Containers and Materials),C,02
55,3120,Stabilizer (Additives in Plastics),E,02
55,3121,Olive Oil (Pharmaceutic Necessity),P,02
55,3122,Orange Oil (Pharmaceutic Necessity - Flavor),Q,02
55,3123,Sorbitan Monooleate (Pharmaceutic Necessity - Surfactant),R,02
55,3124,Glass Type III (Non-Metallic Containers and Materials),C,03
55,3125,Accelerator (Additives in Plastics),E,03
55,3126,Polacrilin (Pharmaceutic Necessity),P,03
55,3127,Sweet Orange Peel Tincture (Pharmaceutic Necessity - Flavor),Q,03
55,3128,Sorbitan Monopalmitate (Pharmaceutic Necessity - Surfactant),R,03
55,3129,Anti-Oxidant (Additives in Plastics),E,04
55,3130,Poloxamer 182LF (Pharmaceutic Necessity),P,04
55,3131,Peppermint Oil (Pharmaceutic Necessity - Flavor),Q,04
55,3132,Sorbitan Monostearate (Pharmaceutic Necessity - Surfactant),R,04
55,3133,Filler (Additives in Plastics),E,05
55,3134,Starch (Pharmaceutic Necessity),P,05
55,3135,Pine Needle Oil (Pharmaceutic Necessity - Flavor),Q,05
55,3136,Sorbitan Sesquioleate (Pharmaceutic Necessity - Surfactant),R,05
55,3137,Colorant (Additives in Plastics),E,06
55,3138,Tolu Balsam (Pharmaceutic Necessity),P,06
55,3139,Saccharine (Pharmaceutic Necessity - Flavor),Q,06
55,3140,Sorbitan Trioleate (Pharmaceutic Necessity - Surfactant),R,06
55,3141,Antistatic Agent (Additives in Plastics),E,07
55,3142,Acetic Acid (Pharmaceutic Necessity-Acidifying Agent),P,07
55,3143,Sorbitol (Pharmaceutic Necessity - Flavor),Q,07
55,3144,Sorbitan Tristearate (Pharmaceutic Necessity - Surfactant),R,07
55,3145,Glacial Acetic Acid (Pharmaceutic Necessity-Acidifying Agent),P,08
55,3146,Spearmint (Pharmaceutic Necessity - Flavor),Q,08
55,3147,Acacia (Pharmaceutic Necessity - Suspending Agent),R,08
55,3148,Hydrochloric Acid (Pharmaceutic Necessity-Acidifying Agent),P,09
55,3149,Spearmint Oil (Pharmaceutic Necessity - Flavor),Q,09
55,3150,Agar (Pharmaceutic Necessity - Suspending Agent),R,09
55,3151,Rubber Container Mat,C,10
55,3152,Dil Hydrochloric Acid (Pharmaceutic Necessity-Acidifying Agent),P,10
55,3153,Sucrose (Pharmaceutic Necessity - Flavor),Q,10
55,3154,Bentonite (Pharmaceutic Necessity - Suspending Agent),R,10
55,3155,Gutta Percha Container Material (Non-Metallic Containers and Materials),C,11
55,3156,Nitric Acid (Pharmaceutic Necessity-Acidifying Agent),P,11
55,3157,Compressible Sugar (Pharmaceutic Necessity - Flavor),Q,11
55,3159,Activated Charcoal (Pharmaceutic Necessity - Absorbant),P,12
55,3160,Confectioner's Sugar (Pharmaceutic Necessity - Flavor),Q,12
55,3161,Carboxymethylcellulose Sodium (Pharmaceutic Necessity - Suspending Agent),R,12
55,3162,Dichlorodifluoromethane (Pharmaceutic Necessity - Aerosol Propellant),P,13
55,3163,Syrup (Pharmaceutic Necessity - Flavor),Q,13
55,3164,Gelatin  (Pharmaceutic Necessity - Suspending Agent),R,13
55,3165,Dichlorotetrafluoroethane (Pharmaceutic Necessity - Aerosol Propellant),P,14
55,3166,Vanilla (Pharmaceutic Necessity - Flavor),Q,14
55,3167,Hydroxypropyl Methylcellulose (Pharmaceutic Necessity - Suspending Agent),R,14
55,3168,Trichloromonofluoromethane (Pharmaceutic Necessity - Aerosol Propellant),P,15
55,3169,Vanillin (Pharmaceutic Necessity - Flavor),Q,15
55,3170,Methylcellulose (Pharmaceutic Necessity - Suspending Agent),R,15
55,3171,Nitrogen (Pharmaceutic Necessity - Air Displacement),P,16
55,3172,Glycerin (Pharmaceutic Necessity - Humectant),Q,16
55,3173,Pectin (Pharmaceutic Necessity - Suspending Agent),R,16
55,3174,Denatonium Benzoate (Pharmaceutic Necessity - Alcohol Denaturant),P,17
55,3176,Pegoterate (Pharmaceutic Necessity - Suspending Agent),R,17
55,3177,Methyl Isobutyl Ketone (Pharmaceutic Necessity - Alcohol Denaturant),P,18
55,3178,Yellow Ointment (Pharmaceutic Necessity - Ointment Base),Q,18
55,3179,Silicon Dioxide Colloid (Pharmaceutic Necessity - Suspending Agent),R,18
55,3180,Sucrose Octaacetate (Pharmaceutic Necessity - Alcohol Denaturant),P,19
55,3181,Petrolatum  (Pharmaceutic Necessity - Ointment Base),Q,19
55,3182,Sodium Alginate (Pharmaceutic Necessity - Suspending Agent),R,19
55,3183,Acrylic (Non-Metallic Containers and Materials),C,20
55,3184,Potassium Hydroxide (Pharmaceutic Necessity - Alkalizing Agent),P,20
55,3185,Polyethylene Glycol 400 (Pharmaceutic Necessity - Ointment Base),Q,20
55,3186,Tragacanth (Pharmaceutic Necessity - Suspending Agent),R,20
