INDID,ID,PRODDESC,CLASSCODE,Product code
22,1157,"Cantaloupe, Topping or Syrup",E,01
22,1158,Cantaloupe (Vine Fruit),A,01
22,1159,"Cantaloupe, Dried or Paste",B,01
22,1160,"Cantaloupe, Jam, Jelly, Preserves, Marmalade, Butter or Candied",C,01
22,1161,"Cantaloupe, Juice, Vine Fruit Juices or Concentrates",D,01
22,1162,"Pomegranate, Topping or Syrup",L,01
22,1163,Pomegranate (Other Fruit),G,01
22,1164,"Pomegranate, Dried or Paste",H,01
22,1165,"Pomegranate, Jam, Jelly, Preserves, Marmalade, Butter or Candied",J,01
22,1166,"Pomegranate, Juice, Other Fruit Juices or Concentrates",K,01
22,1167,"Casaba (Cassaba) Melon, Topping or Syrup",E,02
22,1168,Casaba (Cassaba) Melon (Vine Fruit),A,02
22,1169,"Casaba (Cassaba) Melon, Dried or Paste",B,02
22,1170,"Casaba (Cassaba) Melon, Jam, Jelly, Preserves, Marmalade, Butter or Candied",C,02
22,1171,"Casaba (Cassaba) Melon, Juice, Vine Fruit Juices or Concentrates",D,02
22,1172,"Persimmon, Topping or Syrup",L,02
22,1173,Persimmon (Other Fruit),G,02
22,1174,"Persimmon, Dried or Paste",H,02
22,1175,"Persimmon, Jam, Jelly, Preserves, Marmalade, Butter or Candied",J,02
22,1176,"Persimmon, Juice, Other Fruit Juices or Concentrates",K,02
22,1177,"Honeydew Melon, Topping or Syrup",E,03
22,1178,Honeydew Melon (Vine Fruit),A,03
22,1179,"Honeydew Melon, (Vine Fruit Dried or Paste)",B,03
22,1180,"Honeydew Melon, Jam, Jelly, Preserves, Marmalade, Butter or Candied",C,03
22,1181,"Honeydew Melon, Juice, Vine Fruit Juices or Concentrates",D,03
22,1182,"Pectin, Topping or Syrup",L,03
22,1183,Pectin (Other Fruit Products),G,03
22,1184,"Pectin, Dried or Paste",H,03
22,1185,"Pectin, Jam, Jelly, Preserves, Marmalade, Butter or Candied",J,03
22,1186,"Pectin, Juice, Other Fruit Juices or Concentrates",K,03
22,1187,"Watermelon, Topping or Syrup",E,04
22,1188,Watermelon (Vine Fruit),A,04
22,1189,"Watermelon, Dried or Paste",B,04
22,1190,"Watermelon, Jam, Jelly, Preserves, Marmalade, Butter or Candied",C,04
22,1191,"Watermelon, Juice, Vine Fruit Juices or Concentrates",D,04
