INDID,ID,PRODDESC,CLASSCODE,Product code
17,774,Beef (3% or less),A,01
17,775,"Chicken Products, N.E.C.",B,01
17,776,"Red Meat Combination Products, N.E.C.",C,01
17,777,Unflavored Bulk Gelatin (For Further Processing),D,01
17,778,Buffalo Meat (Bison),A,02
17,779,"Duck Products, N.E.C.",B,02
17,780,"Poultry Meat Combination Products, N.E.C.",C,02
17,781,Lamb (3% or less),A,03
17,782,Game Bird Products,B,03
17,783,"Red Meat and Poultry Combination Products, N.E.C.",C,03
17,784,Mutton (3% or less),A,04
17,785,"Geese Products, N.E.C.",B,04
17,786,Pork (3% or less),A,05
17,787,Rock Cornish Fowl Products,B,05
17,788,Rabbit Products,A,06
17,789,"Turkey Products, N.E.C",B,06
17,790,Veal (3% or less),A,07
17,791,Venison,A,08
17,792,Animal Casings,A,40
17,793,Shortening (Lard),A,50
17,794,"Red Meat Products, N.E.C.",A,99
17,795,"Poultry and Poultry Products, Part I,  N.E.C.",B,99
17,796,"Combination Prepared Meat Products, N.E.C.",C,99
17,797,"Bulk Gelatin (For Further Processing), N.E.C.",D,99
17,798,"Meat And Meat Products n.e.c., Meat/Exotic Meat Products, n.e.c.",Y,99
17,23983,Bear Products,A,09
17,23984,Elk Products,A,10
17,23985,Moose Products,A,11
17,23986,Reindeer/Caribou/Muskox,A,12
17,23987,Armadillo Products,Y,01
17,23989,Monkey Meat Products,Y,03
17,25739,"Toulouse sausage (French sausage made of diced pork, flavored with wine, garlic & seasonings)",A,05
17,25794,Linguica (Portuguese sausage heavily flavored w/garlic; used in many Latin American dishes),Y,99
17,25796,Lop Chong (Chinese smoked slightly sweet & highly seasoned sausage usually made from pork),A,05
17,25849,Yookpo (Korean dried meat jerky),A,01
17,25854,Zungenwurst (dried variety of German blood sausage containing chunks of pickled tongue),Y,99
17,150040,"Red Meat/Exotic Red Sausage, N.E.C.",E,99
17,150148,"Snake (terrestrial and aquatic), Meat/Exotic Meat Products, n.e.c.",Y,10
17,153543,Bush Meat,Y,03
17,153544,Bushmeat,Y,03
17,153545,Rat,Y,11
17,153546,Guinea Pig,Y,12
17,153983,Horse,A,27
17,153984,"Horse, asses, mules or hinnies, edible offal",A,28
17,153985,Goat (> than 3%),A,29
17,153986,"Goat, edible offal",A,30
17,153987,"Bovine, carcasses",A,31
17,153988,"Bovine, Cuts",A,32
17,153989,"Rabbit, Hare (edible offal)",A,33
17,153990,"Bones, Red Meat Animals, N.E.C.",A,34
17,153991,"Red Meat Animal Blood, N.E.C.",A,35
17,153992,"Chicken, Backs",B,12
17,153993,"Chicken, Basted, Injected, or Marinated",B,13
17,153994,"Chicken, Breast",B,14
17,153995,"Chicken, Breast with Ribs",B,15
17,153996,"Chicken, By-Product",B,16
17,153997,"Chicken, Carcass",B,17
17,153998,"Chicken, Cut-Up",B,18
17,153999,"Chicken, Drumsticks",B,19
17,154000,"Chicken, Emulsion for Further Processing",B,20
17,154001,"Chicken, Fat",B,21
17,154002,"Chicken, Front Quarters",B,22
17,154003,"Chicken, Ground or Chopped",B,23
17,154004,"Chicken, Legs",B,24
17,154005,"Chicken, Liver",B,25
17,154006,"Chicken, Meat",B,26
17,154007,"Chicken, Mechanically Deboned",B,27
17,154008,"Chicken, Neck",B,28
17,154009,"Chicken, Patties",B,29
17,154010,"Chicken, Quarters",B,30
17,154011,"Chicken, Thighs",B,31
17,154012,"Chicken, Whole",B,32
17,154013,"Chicken, Edible Offal N.E.C",B,33
17,154014,"Chicken, Young (broiler, fryers, roasters, capons)",B,34
17,154036,"Duck, Legs",B,40
17,154037,"Duck, Liver",B,41
17,154038,"Duck, Feet",B,42
17,154039,"Duck, Gizzards",B,43
17,154040,"Duck, Breast",B,44
17,154041,"Duck, Whole",B,45
17,154042,"Duck, Edible Offal N.E.C.",B,46
17,154043,"Goose, Whole",B,50
17,154044,"Goose, Fat",B,51
17,154045,"Goose, Liver",B,52
17,154046,"Goose, Parts",B,53
17,154047,"Goose, By-Products",B,54
17,154048,"Goose, Edible Offal N.E.C.",B,55
17,154049,"Turkey, Breast",B,60
17,154050,"Turkey, Carcass",B,61
17,154051,"Turkey, Chopped",B,62
17,154052,"Turkey, Chubbies",B,63
17,154053,"Turkey, Cut-Up",B,64
17,154054,"Turkey, Emulsion for Further Processing",B,65
17,154055,"Turkey, Gizzard",B,66
17,154056,"Turkey, Ground",B,67
17,154057,"Turkey, Legs",B,68
17,154058,"Turkey, Liver",B,69
17,154059,"Turkey, Meat",B,70
17,154060,"Turkey, Neck",B,71
17,154061,"Turkey, Parts",B,72
17,154062,"Turkey, Patties",B,73
17,154063,"Turkey, Split",B,74
17,154064,"Turkey, Stuffed",B,75
17,154065,"Turkey, Thighs",B,76
17,154066,"Turkey, Whole",B,77
17,154067,"Turkey, Wings",B,78
17,154068,"Turkey, Edible Offal N.E.C.",B,79
17,154071,Poultry Bones,B,98
17,154072,Beef & Pork Barbeque,C,04
17,154073,Beef & Pork Beer Sticks,C,05
17,154074,Beef & Pork BBQ Stick,C,06
17,154075,Beef & Pork Bologna,C,07
17,154076,Beef & Pork Burrito,C,08
17,154077,Beef & Pork Calzone,C,09
17,154078,Beef & Pork Chili,C,10
17,154079,Beef & Pork Chili Dogs,C,11
17,154080,Beef & Pork Chorizos,C,12
17,154081,Beef & Pork Corn Dogs,C,13
17,154082,Beef & Pork Dumplings,C,14
17,154083,Beef & Pork Entree,C,15
17,154084,Beef & Pork Franks with Beans,C,16
17,154085,Beef & Pork Frankfurterters,C,17
17,154086,Beef & Pork Frankfurters Cocktail,C,18
17,154087,Beef & Pork Frankfurters with Cheese,C,19
17,154088,Beef & Pork Frankfurters with Extenders,C,20
17,154089,Beef & Pork Fritters,C,21
17,154090,Beef & Pork Head Cheese,C,22
17,154091,Beef & Pork Holsteiner,C,23
17,154092,Beef & Pork Hors D'Oeuvres,C,24
