INDID,ID,PRODDESC,CLASSCODE,Product code
25,1538,"Carrot and Green Beans (Stringbeans), with Sauce",H,01
25,1539,Carrots and Green Beans (Stringbeans)  (Mixed Vegetables),E,01
25,1540,"Carrots and Green Beans (Stringbeans), Dried or Paste",F,01
25,1541,"Carrots and Green Beans, Juice or Drink",G,01
25,1542,"Carrot, with Sauce",N,01
25,1543,Carrot (Root & Tuber Vegetable),J,01
25,1544,"Carrot, Breaded",K,01
25,1545,"Carrot, Dried or Paste",L,01
25,1546,"Carrot, Juice or Drink",M,01
25,1547,"Carrots and Peas, with Sauce",H,02
25,1548,Carrots and Peas (Sweet)  (Mixed Vegetables),E,02
25,1549,"Carrots and Peas (Sweet), Dried or Paste",F,02
25,1550,"Carrots and Peas (Sweet), Juice or Drink",G,02
25,1551,"Horseradish, with Sauce",N,02
25,1552,Horseradish (Root & Tuber Vegetable),J,02
25,1553,"Horseradish, Breaded",K,02
25,1554,"Horseradish, Dried or Paste",L,02
25,1555,"Horseradish, Juice or Drink",M,02
25,1559,"Corn and Peppers, with Sauce",H,03
25,1560,Corn and Peppers  (Mixed Vegetables),E,03
25,1561,"Corn and Peppers, Dried or Paste",F,03
25,1562,"Corn and Peppers, Juice or Drink",G,03
25,1563,"Leek (a Type of Onion), with Sauce",N,03
25,1564,Leek (a Type of Onion)  (Root & Tuber Vegetable),J,03
25,1565,"Leek (a Kind of Onion), Breaded",K,03
25,1566,"Leek (a Kind of Onion), Dried or Paste",L,03
25,1567,"Leek (a Type of Onion), Juice or Drink",M,03
25,1568,"Corn, Okra and Tomatoes, with Sauce",H,04
25,1569,"Corn, Okra and Tomatoes (Mixed Vegetables)",E,04
25,1570,"Corn, Okra and Tomatoes, Dried or Paste",F,04
25,1571,"Corn, Okra and Tomatoes, Juice or Drink",G,04
25,1572,"Scallions, Green Onions, with Sauce",N,04
25,1573,"Scallions, Green Onions  (Root & Tuber Vegetable)",J,04
25,1574,"Scallions, Green Onions, Breaded",K,04
25,1575,"Scallions, Green Onions, Dried or Paste",L,04
25,1576,"Scallions, Green Onions , Juice or Drink",M,04
25,1577,"Corn and Tomatoes, with Sauce",H,05
25,1578,Corn and Tomatoes (Mixed Vegetables),E,05
25,1579,"Corn and Tomatoes, Dried or Paste",F,05
25,1580,"Corn and Tomatoes, Juice or Drink",G,05
25,1581,"Parsnip, with Sauce",N,05
25,1582,Parsnip (Root & Tuber Vegetable),J,05
25,1583,"Parsnip, Breaded",K,05
25,1584,"Parsnip, Dried or Paste",L,05
25,1585,"Parsnip, Juice or Drink",M,05
25,1586,"Cucumber and Onion, with Sauce",H,06
25,1587,Cucumbers and Onions  (Mixed Vegetables),E,06
25,1588,"Cucumbers and Onions, Dried or Paste",F,06
25,1589,"Cucumbers and Onions, Juice or Drink",G,06
25,1590,"Potato, with Sauce",N,06
25,1591,Potato (Root & Tuber Vegetable),J,06
25,1592,"Potato, Breaded",K,06
25,1593,"Potato, Dried or Paste",L,06
25,1594,"Potato, Juice or Drink",M,06
25,1595,"Cucumber and Tomatoes, with Sauce",H,07
25,1596,Cucumbers and Tomatoes (Mixed Vegetables),E,07
25,1597,"Cucumbers and Tomatoes, Dried or Paste",F,07
25,1598,"Cucumbers and Tomatoes, Juice or Drink",G,07
25,1599,"Radish, with Sauce",N,07
25,1600,Radish (Root & Tuber Vegetable),J,07
25,1601,"Radish, Breaded",K,07
25,1602,"Radish, Dried or Paste",L,07
25,1603,"Radish, Juice or Drink",M,07
25,1604,"Green Beans and Potatoes, with Sauce",H,08
25,1605,Green Beans and Potatoes  (Mixed Vegetables),E,08
25,1606,"Green Beans and Potatoes, Dried or Paste",F,08
25,1607,"Green Beans and Potatoes, Juice or Drink",G,08
25,1608,"Red Beet, with Sauce",N,08
25,1609,Red Beet (Root & Tuber Vegetable),J,08
25,1610,"Red Beet, Breaded",K,08
25,1611,"Red Beet, Dried or Paste",L,08
25,1612,"Red Beet, Juice or Drink",M,08
25,1613,"Okra and Tomatoes, with Sauce",H,09
25,1614,Okra and Tomatoes  (Mixed Vegetables),E,09
25,1615,"Okra and Tomatoes, Dried or Paste",F,09
25,1616,"Okra and Tomatoes, Juice or Drink",G,09
25,1617,"Rutabaga, with Sauce",N,09
25,1618,Rutabaga (Root & Tuber Vegetable),J,09
25,1619,"Rutabaga, Breaded",K,09
25,1620,"Rutabaga, Dried or Paste",L,09
25,1621,"Rutabaga, Juice or Drink",M,09
25,1622,"Peas and Potatoes, with Sauce",H,10
25,1623,Peas and Potatoes  (Mixed Vegetables),E,10
25,1624,"Peas and Potatoes, Dried or Paste",F,10
25,1625,"Peas and Potatoes, Juice or Drink",G,10
25,1626,"Salsify, with Sauce",N,10
25,1627,Salsify (Oyster Plant)  (Root & Tuber Vegetable),J,10
25,1628,"Salsify, Breaded",K,10
25,1629,"Salsify, Dried or Paste",L,10
25,1630,"Salsify, Juice or Drink",M,10
25,1631,"Peas and Onions, with Sauce",H,11
25,1632,Peas and Onions  (Mixed Vegetables),E,11
25,1633,"Peas and Onions, Dried or Paste",F,11
25,1634,"Peas and Onions, Juice or Drink",G,11
25,1635,"Shallot, with Sauce",N,11
25,1636,Shallot (Onion) (Root & Tuber Vegetable),J,11
25,1637,"Shallot (Onion), Breaded",K,11
25,1638,"Shallot, Dried or Paste",L,11
25,1639,"Shallot, Juice or Drink",M,11
25,1640,"Succotash (Beans and Corn), with Sauce",H,12
25,1641,Succotash (Beans and Corn)  (Mixed Vegetables),E,12
25,1642,"Succotash (Beans and Corn), Dried or Paste",F,12
25,1643,"Succotash (Beans and Corn), Juice or Drink",G,12
25,1644,"Sweet Potato, with Sauce",N,12
25,1645,Sweet Potato (Root & Tuber Vegetable),J,12
25,1646,"Sweet Potato, Breaded",K,12
25,1647,"Sweet Potato, Dried or Paste",L,12
25,1648,"Sweet Potato, Yam, Juice or Drink",M,12
