INDID,ID,PRODDESC,CLASSCODE,Product code
87,21746,Scissors,H,RR
87,21747,"Plate, Fixation, Bone",H,RS
87,21748,"Stripper, Surgical",H,RT
87,21750,Arthroscope And Accessories,H,RX
87,21751,"Prosthesis, Knee, Femorotibial, Semi-Constrained, Cemented, Metal/Polymer",H,RY
87,21752,"Prosthesis, Knee, Hinged (Metal-Metal)",H,RZ
87,21753,"Prosthesis, Knee, Hemi-, Femoral",H,SA
87,21754,"Rod, Fixation, Intramedullary and Accessories",H,SB
87,21755,"Prosthesis, Shoulder, Hemi-, Humeral, Metallic Uncemented",H,SD
87,21756,"Prosthesis, Knee, Hemi-, Tibial Resurfacing, Uncemented",H,SH
87,21757,"Prosthesis, Ankle, Semi-Constrained, Cemented, Metal/Polymer",H,SN
87,21759,"Splint, Traction",H,SP
87,21760,"Belt, Pelvic, Traction",H,SQ
87,21761,"Unit, Traction, Hip, Non-Powered, Non-Penetrating",H,SR
87,21764,"Prosthesis, Knee, Femorotibial, Non-Constrained, Cemented, Metal/Polymer",H,SX
87,21765,"Instrument, surgical, orthopedic, pneumatic powered & accessory/attachment",H,SZ
87,21770,"Prosthesis, Knee, Hemi-, Patellar Resurfacing, Uncemented",H,TG
87,21771,Protractor,H,TH
87,21772,"Gauge, Depth",H,TJ
87,21774,"Washer, Bolt, Nut",H,TN
87,21775,Reamer,H,TO
87,21776,File,H,TP
87,21777,Broach,H,TQ
87,21779,"Knife, Orthopedic",H,TS
87,21780,Burr,H,TT
87,21781,"Bit, Drill",H,TW
87,21782,Rongeur,H,TX
87,21783,"Pin, Fixation, Smooth",H,TY
87,21785,Impactor,H,WA
87,21786,Extractor,H,WB
87,21787,"Screw, Fixation, Bone",H,WC
87,21788,"Starter, Bone Screw",H,WD
87,21789,"Instrument, Surgical, Orthopedic, Ac-Powered Motor And Accessory/Attachment",H,WE
87,21790,"Prosthesis, Ligament",H,WF
87,21791,Corkscrew,H,WI
87,21792,Awl,H,WJ
87,21793,Trephine,H,WK
87,21794,"Set, Hollow Mill",H,WL
87,21796,"Instrument, Compression",H,WN
87,21797,"Skid, Bone",H,WO
87,21798,"Punch, Femoral Neck",H,WP
87,21799,Passer,H,WQ
87,21800,"Driver, Prosthesis",H,WR
87,21801,Template,H,WT
87,21802,Countersink,H,WW
87,21803,"Tap, Bone",H,WX
87,21804,"Prosthesis, Tendon, Passive",H,XA
87,21805,Probe,H,XB
87,21806,Wrench,H,XC
87,21808,Fork,H,XE
87,21809,Tamp,H,XG
87,21811,"Passer, Wire, Orthopedic",H,XI
87,21812,Staple Driver,H,XJ
87,21813,"Holder, Needle; Orthopedic",H,XK
87,21816,"Applier, Cerclage",H,XN
87,21817,"Pusher, Socket",H,XO
87,21818,"Instrument, Bending Or Contouring",H,XP
87,21819,"Crimper, Pin",H,XQ
87,21821,"Twister, Wire",H,XS
87,21823,Bender,H,XW
87,21824,Screwdriver,H,XX
87,21825,"Brace, Drill",H,XY
87,21826,"Cutter, Wire",H,XZ
