INDID,ID,PRODDESC,CLASSCODE,Product code
54,3049,Vitamin A,A,01
54,3050,Calcium (Mineral),B,01
54,3051,L-Alanine (Protein),C,01
54,3052,Vitamin B1 (Thiamine),A,02
54,3053,Chlorine (Mineral),B,02
54,3054,L-Arginine  (Protein),C,02
54,3055,Vitamin B2 (Riboflavin),A,03
54,3056,Choline (Mineral),B,03
54,3057,L-Asparagine (Protein),C,03
54,3058,Vitamin B6 (Pyridoxine),A,04
54,3059,Copper (Mineral),B,04
54,3060,L-Aspartic Acid (Protein),C,04
54,3061,Vitamin B12 (Cyanocobalamin),A,05
54,3062,Fluorine (Mineral),B,05
54,3063,L-Cysteine (Protein),C,05
54,3064,Niacin (Nicotinic Acid)  (Vitamin),A,06
54,3065,Iodine (Mineral),B,06
54,3066,L-Cystine (Protein),C,06
54,3067,Nicotinamide (Niacinamide) (Vitamin),A,07
54,3068,Iron (Mineral),B,07
54,3069,L-Glutamic Acid (Protein),C,07
54,3070,Pantothenic Acid (Panthenol) (Vitamin),A,08
54,3071,Magnesium (Mineral),B,08
54,3072,L-Glutamine (Protein),C,08
54,3073,Cobalamin Concentrate (Vitamin),A,09
54,3074,Manganese (Mineral),B,09
54,3075,Glycine (Protein),C,09
54,3076,Mecobalamin (Vitamin),A,10
54,3077,Phosphorus (Mineral),B,10
54,3078,L-Histadine (Protein),C,10
54,3079,Hydroxocobalamin (Vitamin),A,11
54,3080,Potassium (Mineral),B,11
54,3081,L-Isoleucline (Protein),C,11
54,3082,Folic Acid (Vitamin),A,12
54,3083,Sodium (Mineral),B,12
54,3084,L-Leucine (Protein),C,12
54,3085,Vitamin C (Ascorbic Acid),A,13
54,3086,Zinc (Mineral),B,13
54,3087,L-Lysine (Protein),C,13
54,3088,Vit D,A,14
54,3089,DL-Methionine (Not For Infant Foods) (Protein),C,14
54,3090,Vitamin D2 (Calciferol),A,15
54,3091,L-Methionine (Protein),C,15
54,3092,Vitamin E (Tocopherol),A,16
54,3093,DL-Phenylalanine (Protein),C,16
54,3094,"Biotin (Vitamin H, Coenzyme R)",A,17
54,3095,L-Proline (Protein),C,17
54,3096,Vitamin K (Phytonadione),A,18
54,3097,L-Serine (Protein),C,18
54,3098,Menadiol Sodium Diphosphate (Vitamin),A,19
54,3099,L-Threonine (Protein),C,19
54,3100,Menadione (Vitamin),A,20
54,3101,Selenium (Mineral),B,20
54,3102,L-Tryptophan (Protein),C,20
54,3103,Menadione Sodium Bisulfite (Vitamin),A,21
54,3104,L-Tyrosine (Protein),C,21
54,3105,Sodium Ascorbate (Vitamin),A,22
54,3106,L-Valine (Protein),C,22
54,3108,"Vitamin, N.E.C.",A,99
54,3109,Mineral N.E.C.,B,99
54,3110,Protein N.E.C.,C,99
54,3112,"Vitamin, Mineral, Proteins and Unconventional Dietary Specialities For Humans and Animals, N.E.C.",Y,99
54,24578,"Spirulina (Vit/Min/Protein/Unconventional Dietary Spec for Human/Animal, n.e.c.)",Y,01
54,24579,"Carnitine, Vit/Min/Protein/Unconventional Dietary Spec for Human/Animal, n.e.c.)",Y,02
54,24580,"Chlorella (tablet), Vit/Min/Protein/Unconventional Dietary Spec for Human/Animal, n.e.c.)",Y,03
54,24581,Ginseng Unconventional Dietary Speciality for Humans or Animals,Y,04
54,24582,"Laetrile (apricot pits), Vit/Min/Protein/Unconventional Dietary Spec for Human/Animal,n.e.c.",Y,05
54,24721,Gensing Unconventional Dietary Speciality for Humans or Animals,Y,04
54,25047,L-Carnitine (Protein),C,23
